"netuid","name","field","url","expected_text","result","detail","final_url"
"107","Minos","artifacts.whitepaper","https://theminos.ai/Minos_overview_v1.1.pdf","","live","200","https://theminos.ai/Minos_overview_v1.1.pdf"
"107","Minos","artifacts.api","https://api.theminos.ai/scoring/network-config","","live","200","https://api.theminos.ai/scoring/network-config"
"107","Minos","artifacts.dashboard","https://theminos.ai/dashboard","","live_unconfirmed","200, quoted text absent","https://theminos.ai/dashboard"
"107","Minos","own_words","https://theminos.ai/about","Minos transforms genomic variant calling, the process of identifying DNA mutations from sequencing data, into a decentralized competition where accuracy is continuously measured and economically rewarded.","live","200","https://theminos.ai/about"
"107","Minos","identity.github_repo","https://github.com/minos-protocol/minos_subnet","","live","pushed_at 2026-09-04, archived=false","https://github.com/minos-protocol/minos_subnet"
"107","Minos","identity.subnet_url","https://theminos.ai","","live","200","https://theminos.ai"
"107","Minos","identity.discord","https://discord.com/channels/799672011265015819/1467949024769478793","","manual","discord.com is not fetched, check by hand","https://discord.com/channels/799672011265015819/1467949024769478793"
"51","lium.io","stakers.q1","https://lium.io","Rent High-Performance GPUs at Unmatched Prices","live","200","https://lium.io"
"51","lium.io","stakers.q2","https://lium.io","Showing 83 / Available Pods","live","200","https://lium.io"
"51","lium.io","stakers.q3","https://docs.lium.io/providers/rewards/emission.md","","live","200","https://docs.lium.io/providers/rewards/emission.md"
"51","lium.io","stakers.q4","https://docs.lium.io/validators/index.md","","live","200","https://docs.lium.io/validators/index.md"
"51","lium.io","miners.q1","https://docs.lium.io/providers/architecture.md","Probe each node for the required sysbox-runc runtime, hardware specs, and synthetic workload performance.","live","200","https://docs.lium.io/providers/architecture.md"
"51","lium.io","miners.q2","https://docs.lium.io/providers/quickstart.md","meaningful rental revenue depends on actual customer rentals matching your GPU type and price","live","200","https://docs.lium.io/providers/quickstart.md"
"51","lium.io","miners.q3","https://docs.lium.io/providers/rewards/penalties.md","","live","200","https://docs.lium.io/providers/rewards/penalties.md"
"51","lium.io","miners.q4","https://docs.lium.io/providers/quickstart.md","","live","200","https://docs.lium.io/providers/quickstart.md"
"51","lium.io","buyers.q1","https://docs.lium.io/developers/api.md","Authenticated endpoints accept your API key in the X-API-Key request header.","live","200","https://docs.lium.io/developers/api.md"
"51","lium.io","buyers.q2","https://lium.io/pricing","Every pod is billed per second with no minimum.","live","200","https://lium.io/pricing"
"51","lium.io","buyers.q3","https://docs.lium.io/security/official-support-and-scams.md","","live","200","https://docs.lium.io/security/official-support-and-scams.md"
"51","lium.io","buyers.q4","https://docs.lium.io/developers/api.md","","live","200","https://docs.lium.io/developers/api.md"
"51","lium.io","newcomers.q1","https://docs.lium.io/bittensor-subnet/overview","a decentralized GPU rental marketplace built on Bittensor Subnet 51","live","200","https://docs.lium.io/intro"
"51","lium.io","newcomers.q2","https://lium.io","Rent High-Performance GPUs at Unmatched Prices","live","200","https://lium.io"
"51","lium.io","newcomers.q3","https://lium.io","","live","200","https://lium.io"
"51","lium.io","newcomers.q4","https://lium.io","","live","200","https://lium.io"
"51","lium.io","sources","https://raw.githubusercontent.com/Datura-ai/lium-io/main/README.md","","live","200","https://raw.githubusercontent.com/Datura-ai/lium-io/main/README.md"
"51","lium.io","sources","https://lium.io","","live","200","https://lium.io"
"51","lium.io","sources","https://lium.io/llms.txt","","live","200","https://lium.io/llms.txt"
"51","lium.io","sources","https://taostats.io/subnets/51","","live","200","https://taostats.io/subnets/51"
"51","lium.io","sources","https://github.com/Datura-ai/lium-io","","live","pushed_at 2026-09-09, archived=false","https://github.com/Datura-ai/lium-io"
"51","lium.io","sources","https://docs.lium.io/bittensor-subnet/overview","","live","200","https://docs.lium.io/intro"
"51","lium.io","sources","https://docs.lium.io","","live","200","https://docs.lium.io"
"51","lium.io","sources","https://docs.lium.io/llms.txt","","live","200","https://docs.lium.io/llms.txt"
"51","lium.io","sources","https://lium.io/pricing","","live","200","https://lium.io/pricing"
"51","lium.io","sources","https://lium.io/llms-full.txt","","live","200","https://lium.io/llms-full.txt"
"51","lium.io","sources","https://docs.lium.io/developers/agents.md","","live","200","https://docs.lium.io/developers/agents.md"
"51","lium.io","sources","https://docs.lium.io/providers/rewards/emission.md","","live","200","https://docs.lium.io/providers/rewards/emission.md"
"51","lium.io","sources","https://docs.lium.io/providers/rewards/index.md","","live","200","https://docs.lium.io/providers/rewards/index.md"
"51","lium.io","sources","https://docs.lium.io/providers/rewards/penalties.md","","live","200","https://docs.lium.io/providers/rewards/penalties.md"
"51","lium.io","sources","https://docs.lium.io/providers/quickstart.md","","live","200","https://docs.lium.io/providers/quickstart.md"
"51","lium.io","sources","https://docs.lium.io/validators/index.md","","live","200","https://docs.lium.io/validators/index.md"
"51","lium.io","sources","https://docs.lium.io/security/official-support-and-scams.md","","live","200","https://docs.lium.io/security/official-support-and-scams.md"
"51","lium.io","sources","https://docs.lium.io/developers/api.md","","live","200","https://docs.lium.io/developers/api.md"
"51","lium.io","sources","https://docs.lium.io/providers/architecture.md","","live","200","https://docs.lium.io/providers/architecture.md"
"51","lium.io","artifacts.github","https://github.com/Datura-ai/lium-io","","live","pushed_at 2026-09-09, archived=false","https://github.com/Datura-ai/lium-io"
"51","lium.io","artifacts.docs","https://docs.lium.io","","live","200","https://docs.lium.io"
"51","lium.io","artifacts.discord","https://discord.com/channels/1350984082733142026/1367618603079307275","","manual","discord.com is not fetched, check by hand","https://discord.com/channels/1350984082733142026/1367618603079307275"
"51","lium.io","artifacts.api","https://lium.io/api","","live","200","https://lium.io/api/"
"51","lium.io","artifacts.dashboard","https://lium.io","","live","200","https://lium.io"
"51","lium.io","own_words","https://lium.io/llms.txt","Decentralized GPU rental platform on Bittensor. CLI and Python SDK for renting GPUs, managing pods, and deploying ML workloads.","live","200","https://lium.io/llms.txt"
"51","lium.io","identity.github_repo","https://github.com/Datura-ai/lium-io","","live","pushed_at 2026-09-09, archived=false","https://github.com/Datura-ai/lium-io"
"51","lium.io","identity.subnet_url","https://lium.io","","live","200","https://lium.io"
"15","ORO","stakers.q1","https://oroagents.com","The open benchmark for commerce. New problems land daily, agents are scored on them within the day, and each trajectory is kept.","live","200","https://oroagents.com"
"15","ORO","stakers.q2","https://oroagents.com","Trajectories scored. Distinct agent-and-task pairs, +43,264 yesterday. Every run is kept.","live","200","https://oroagents.com"
"15","ORO","stakers.q3","https://oroagents.com/docs/architecture","","live","200","https://oroagents.com/docs/architecture"
"15","ORO","stakers.q4","https://oroagents.com/docs/resources/staking","","live","200","https://oroagents.com/docs/resources/staking"
"15","ORO","miners.q1","https://oroagents.com/docs/miners/agent-interface","Every agent is a single Python file that defines one function: agent_main. The ORO sandbox calls this function once per shopping problem","live","200","https://oroagents.com/docs/miners/agent-interface"
"15","ORO","miners.q2","https://oroagents.com/docs/miners/overview","Registration requires TAO.","live","200","https://oroagents.com/docs/miners/overview"
"15","ORO","miners.q3","https://oroagents.com/docs/miners/scoring","","live","200","https://oroagents.com/docs/miners/scoring"
"15","ORO","miners.q4","https://oroagents.com/docs/miners/quick-start","","live","200","https://oroagents.com/docs/miners/quick-start"
"15","ORO","buyers.q1","https://oroagents.com","Later. A shopping agent people use. An agentic shopping assistant","live","200","https://oroagents.com"
"15","ORO","buyers.q2","https://oroagents.com/whitepaper","The 4B is small enough to run yourself, at about 1/40th the cost of a frontier model.","live","200","https://oroagents.com/whitepaper"
"15","ORO","buyers.q3","https://oroagents.com/blog","","live","200","https://oroagents.com/blog"
"15","ORO","buyers.q4","https://oroagents.com/docs/api","","live","200","https://oroagents.com/docs/api"
"15","ORO","newcomers.q1","https://oroagents.com","Builders submit shopping agents. Independent validators run them against problems that change daily. The best agent earns the rewards, and every run becomes training data.","live","200","https://oroagents.com"
"15","ORO","newcomers.q2","https://oroagents.com","AI agents are built and evaluated behind closed doors, so there is no way to compare them. ORO is an open arena.","live","200","https://oroagents.com"
"15","ORO","newcomers.q3","https://oroagents.com/whitepaper","","live","200","https://oroagents.com/whitepaper"
"15","ORO","newcomers.q4","https://oroagents.com","","live","200","https://oroagents.com"
"15","ORO","sources","https://raw.githubusercontent.com/ORO-AI/oro/main/README.md","","live","200","https://raw.githubusercontent.com/ORO-AI/oro/main/README.md"
"15","ORO","sources","https://oroagents.com","","live","200","https://oroagents.com"
"15","ORO","sources","https://oroagents.com/docs","","live","200","https://oroagents.com/docs"
"15","ORO","sources","https://oroagents.com/docs/miners/scoring","","live","200","https://oroagents.com/docs/miners/scoring"
"15","ORO","sources","https://oroagents.com/docs/miners/quick-start","","live","200","https://oroagents.com/docs/miners/quick-start"
"15","ORO","sources","https://oroagents.com/docs/resources/staking","","live","200","https://oroagents.com/docs/resources/staking"
"15","ORO","sources","https://oroagents.com/docs/resources/faq","","live","200","https://oroagents.com/docs/resources/faq"
"15","ORO","sources","https://oroagents.com/docs/api","","live","200","https://oroagents.com/docs/api"
"15","ORO","sources","https://oroagents.com/whitepaper","","live","200","https://oroagents.com/whitepaper"
"15","ORO","sources","https://oroagents.com/leaderboard","","live","200","https://oroagents.com/leaderboard"
"15","ORO","sources","https://oroagents.com/dashboard","","live","200","https://oroagents.com/dashboard"
"15","ORO","sources","https://oroagents.com/docs/validators/overview","","live","200","https://oroagents.com/docs/validators/overview"
"15","ORO","sources","https://oroagents.com/docs/miners/code-requirements","","live","200","https://oroagents.com/docs/miners/code-requirements"
"15","ORO","sources","https://oroagents.com/docs/resources/changelog","","live","200","https://oroagents.com/docs/resources/changelog"
"15","ORO","sources","https://oroagents.com/docs/miners/agent-interface","","live","200","https://oroagents.com/docs/miners/agent-interface"
"15","ORO","sources","https://oroagents.com/docs/architecture","","live","200","https://oroagents.com/docs/architecture"
"15","ORO","sources","https://oroagents.com/docs/miners/overview","","live","200","https://oroagents.com/docs/miners/overview"
"15","ORO","sources","https://oroagents.com/blog","","live","200","https://oroagents.com/blog"
"15","ORO","sources","https://oroagents.com/blog/how-we-stop-miners-from-abusing-our-incentive-mechanism","","live","200","https://oroagents.com/blog/how-we-stop-miners-from-abusing-our-incentive-mechanism"
"15","ORO","sources","https://oroagents.com/privacy-policy","","live","200","https://oroagents.com/privacy-policy"
"15","ORO","sources","https://api.oroagents.com/v1/public/leaderboard?limit=3","","live","200","https://api.oroagents.com/v1/public/leaderboard?limit=3"
"15","ORO","sources","https://api.oroagents.com/v1/public/top-miner-payout","","live","200","https://api.oroagents.com/v1/public/top-miner-payout"
"15","ORO","sources","https://api.oroagents.com/v1/public/races/current","","live","200","https://api.oroagents.com/v1/public/races/current"
"15","ORO","sources","https://taostats.io/subnets/15","","live","200","https://taostats.io/subnets/15"
"15","ORO","artifacts.github","https://github.com/ORO-AI/oro","","live","pushed_at 2026-09-08, archived=false","https://github.com/ORO-AI/oro"
"15","ORO","artifacts.docs","https://oroagents.com/docs","","live","200","https://oroagents.com/docs"
"15","ORO","artifacts.whitepaper","https://oroagents.com/whitepaper","","live","200","https://oroagents.com/whitepaper"
"15","ORO","artifacts.discord","https://discord.gg/MHqAVWTdka","","manual","discord.gg is not fetched, check by hand","https://discord.gg/MHqAVWTdka"
"15","ORO","artifacts.api","https://api.oroagents.com","","unreachable","404","https://api.oroagents.com"
"15","ORO","artifacts.dashboard","https://oroagents.com/leaderboard","","live","200","https://oroagents.com/leaderboard"
"15","ORO","own_words","https://raw.githubusercontent.com/ORO-AI/oro/main/README.md","ORO is a Bittensor subnet (SN15) that evaluates AI agents on real-world shopping tasks.","live","200","https://raw.githubusercontent.com/ORO-AI/oro/main/README.md"
"15","ORO","identity.github_repo","https://github.com/ORO-AI/oro","","live","pushed_at 2026-09-08, archived=false","https://github.com/ORO-AI/oro"
"15","ORO","identity.subnet_url","https://oroagents.com","","live","200","https://oroagents.com"
"15","ORO","identity.discord","https://discord.gg/MHqAVWTdka","","manual","discord.gg is not fetched, check by hand","https://discord.gg/MHqAVWTdka"
"120","Affine","stakers.q1","https://www.affine.io/llms.txt","the validator crowns the reigning king by a single teacher-anchored distillation score","live","200","https://www.affine.io/llms.txt"
"120","Affine","stakers.q2","https://www.affine.io/","","live","200","https://www.affine.io/"
"120","Affine","stakers.q3","https://www.affine.io/llms.txt","","live","200","https://www.affine.io/llms.txt"
"120","Affine","stakers.q4","https://github.com/AffineFoundation/affine","","live","pushed_at 2026-09-09, archived=false","https://github.com/AffineFoundation/affine"
"120","Affine","miners.q1","https://www.affine.io/llms.txt","If you have a TAO-funded wallet you can mine Affine","live","200","https://www.affine.io/llms.txt"
"120","Affine","miners.q2","https://www.affine.io/llms.txt","the miner slot is 2 GPUs, tensor-parallel 2","live","200","https://www.affine.io/llms.txt"
"120","Affine","miners.q3","https://www.affine.io/llms.txt","","live","200","https://www.affine.io/llms.txt"
"120","Affine","miners.q4","https://www.affine.io/llms.txt","","live","200","https://www.affine.io/llms.txt"
"120","Affine","buyers.q1","https://www.affine.io/","Talk directly to the reigning SN120 king","live","200","https://www.affine.io/"
"120","Affine","buyers.q4","https://www.affine.io/docs","","live","200","https://www.affine.io/docs"
"120","Affine","newcomers.q1","https://github.com/AffineFoundation/affine","teacher-anchored distillation subnet (validator, evalsrv, research harness)","live","pushed_at 2026-09-09, archived=false","https://github.com/AffineFoundation/affine"
"120","Affine","newcomers.q2","https://www.affine.io/llms.txt","not an LLM judge","live","200","https://www.affine.io/llms.txt"
"120","Affine","newcomers.q3","https://affine.io/api/v1/snapshot","","live","200","https://affine.io/api/v1/snapshot"
"120","Affine","newcomers.q4","https://www.affine.io/","","live","200","https://www.affine.io/"
"120","Affine","sources","https://www.affine.io/","","live","200","https://www.affine.io/"
"120","Affine","sources","https://www.affine.io/llms.txt","","live","200","https://www.affine.io/llms.txt"
"120","Affine","sources","https://www.affine.io/docs","","live","200","https://www.affine.io/docs"
"120","Affine","sources","https://github.com/AffineFoundation/affine","","live","pushed_at 2026-09-09, archived=false","https://github.com/AffineFoundation/affine"
"120","Affine","sources","https://raw.githubusercontent.com/AffineFoundation/affine/main/AGENTS.md","","live","200","https://raw.githubusercontent.com/AffineFoundation/affine/main/AGENTS.md"
"120","Affine","sources","https://raw.githubusercontent.com/AffineFoundation/affine/main/START_HERE.txt","","live","200","https://raw.githubusercontent.com/AffineFoundation/affine/main/START_HERE.txt"
"120","Affine","sources","https://affine.io/api/v1/snapshot","","live","200","https://affine.io/api/v1/snapshot"
"120","Affine","sources","https://chat.affine.io/affine","","live","200","https://chat.affine.io/affine"
"120","Affine","sources","https://taostats.io/subnets/120","","live","200","https://taostats.io/subnets/120"
"120","Affine","artifacts.github","https://github.com/AffineFoundation/affine","","live","pushed_at 2026-09-09, archived=false","https://github.com/AffineFoundation/affine"
"120","Affine","artifacts.docs","https://www.affine.io/llms.txt","","live","200","https://www.affine.io/llms.txt"
"120","Affine","artifacts.api","https://affine.io/api/v1/snapshot","","live","200","https://affine.io/api/v1/snapshot"
"120","Affine","artifacts.dashboard","https://www.affine.io/","","live","200","https://www.affine.io/"
"120","Affine","own_words","https://www.affine.io/llms.txt","King-of-the-hill subnet. Miners upload checkpoints privately to a validator-controlled bucket","live","200","https://www.affine.io/llms.txt"
"120","Affine","identity.github_repo","https://github.com/AffineFoundation/affine","","live","pushed_at 2026-09-09, archived=false","https://github.com/AffineFoundation/affine"
"120","Affine","identity.subnet_url","https://www.affine.io","","live","200","https://www.affine.io"
"64","Chutes","stakers.q1","https://chutes.ai","Chutes is the leading open-source, decentralized compute provider for deploying, scaling and running open-source models in production.","live","200","https://chutes.ai"
"64","Chutes","stakers.q2","https://chutes.ai","Powering Trillions of Tokens per Month","live","200","https://chutes.ai"
"64","Chutes","stakers.q3","https://chutes.ai/docs/miner-resources/scoring","","live","200","https://chutes.ai/docs/miner-resources/scoring"
"64","Chutes","stakers.q4","https://raw.githubusercontent.com/chutesai/chutes-api/main/README.md","","live","200","https://raw.githubusercontent.com/chutesai/chutes-api/main/README.md"
"64","Chutes","miners.q1","https://chutes.ai/docs/miner-resources/overview","The goal of mining on chutes is to provide as much compute as possible, optimizing for cold start times","live","200","https://chutes.ai/docs/miner-resources/overview"
"64","Chutes","miners.q2","https://chutes.ai/docs/miner-resources/overview","if you are using a server with 4x a40 GPUs (48GB VRAM), the server must have >= 48 4 = 192 GB of RAM","live","200","https://chutes.ai/docs/miner-resources/overview"
"64","Chutes","miners.q3","https://chutes.ai/docs/miner-resources/scoring","","live","200","https://chutes.ai/docs/miner-resources/scoring"
"64","Chutes","miners.q4","https://raw.githubusercontent.com/chutesai/chutes-miner/main/README.md","","live","200","https://raw.githubusercontent.com/chutesai/chutes-miner/main/README.md"
"64","Chutes","buyers.q1","https://chutes.ai/docs/getting-started/quickstart","Get your first chute deployed in under 10 minutes!","live","200","https://chutes.ai/docs/getting-started/quickstart"
"64","Chutes","buyers.q2","https://chutes.ai/pricing","Pay per token. No subscription, no minimum, no markup.","live","200","https://chutes.ai/pricing"
"64","Chutes","buyers.q3","https://status.chutes.ai","All services are online","live","200","https://status.chutes.ai"
"64","Chutes","buyers.q4","https://chutes.ai/docs/api-reference/overview","","live","200","https://chutes.ai/docs/api-reference/overview"
"64","Chutes","newcomers.q1","https://chutes.ai/docs","Chutes is a decentralized, serverless inference platform for open-source AI models.","live","200","https://chutes.ai/docs"
"64","Chutes","newcomers.q2","https://chutes.ai/llms.txt","unlike Replicate, Modal, RunPod, fal.ai, or Baseten, which all rely on centralized cloud providers","live","200","https://chutes.ai/llms.txt"
"64","Chutes","newcomers.q3","https://chutes.ai/models","","live","200","https://chutes.ai/models"
"64","Chutes","newcomers.q4","https://chutes.ai/team","","live","200","https://chutes.ai/team"
"64","Chutes","sources","https://raw.githubusercontent.com/chutesai/chutes/main/README.md","","live","200","https://raw.githubusercontent.com/chutesai/chutes/main/README.md"
"64","Chutes","sources","https://chutes.ai","","live","200","https://chutes.ai"
"64","Chutes","sources","https://chutes.ai/llms.txt","","live","200","https://chutes.ai/llms.txt"
"64","Chutes","sources","https://chutes.ai/docs","","live","200","https://chutes.ai/docs"
"64","Chutes","sources","https://chutes.ai/pricing","","live","200","https://chutes.ai/pricing"
"64","Chutes","sources","https://status.chutes.ai","","live","200","https://status.chutes.ai"
"64","Chutes","sources","https://chutes.ai/docs/miner-resources/overview","","live","200","https://chutes.ai/docs/miner-resources/overview"
"64","Chutes","sources","https://chutes.ai/docs/miner-resources/scoring","","live","200","https://chutes.ai/docs/miner-resources/scoring"
"64","Chutes","sources","https://chutes.ai/docs/getting-started/quickstart","","live","200","https://chutes.ai/docs/getting-started/quickstart"
"64","Chutes","sources","https://chutes.ai/docs/api-reference/overview","","live","200","https://chutes.ai/docs/api-reference/overview"
"64","Chutes","sources","https://chutes.ai/help","","live","200","https://chutes.ai/help"
"64","Chutes","sources","https://chutes.ai/team","","live","200","https://chutes.ai/team"
"64","Chutes","sources","https://chutes.ai/models","","live","200","https://chutes.ai/models"
"64","Chutes","sources","https://raw.githubusercontent.com/chutesai/chutes-miner/main/README.md","","live","200","https://raw.githubusercontent.com/chutesai/chutes-miner/main/README.md"
"64","Chutes","sources","https://raw.githubusercontent.com/chutesai/chutes-api/main/README.md","","live","200","https://raw.githubusercontent.com/chutesai/chutes-api/main/README.md"
"64","Chutes","sources","https://discord.gg/chutes","","manual","discord.gg is not fetched, check by hand","https://discord.gg/chutes"
"64","Chutes","sources","https://taostats.io/subnets/64","","live","200","https://taostats.io/subnets/64"
"64","Chutes","artifacts.github","https://github.com/chutesai/chutes","","live","pushed_at 2026-07-23, archived=false","https://github.com/chutesai/chutes"
"64","Chutes","artifacts.docs","https://chutes.ai/docs","","live","200","https://chutes.ai/docs"
"64","Chutes","artifacts.discord","https://discord.gg/chutes","","manual","discord.gg is not fetched, check by hand","https://discord.gg/chutes"
"64","Chutes","artifacts.api","https://api.chutes.ai","","unreachable","404","https://api.chutes.ai"
"64","Chutes","artifacts.dashboard","https://status.chutes.ai","","live","200","https://status.chutes.ai"
"64","Chutes","own_words","https://chutes.ai","Chutes is the leading open-source, decentralized compute provider for deploying, scaling and running open-source models in production.","live","200","https://chutes.ai"
"64","Chutes","identity.github_repo","https://github.com/chutesai/chutes","","live","pushed_at 2026-07-23, archived=false","https://github.com/chutesai/chutes"
"64","Chutes","identity.subnet_url","https://chutes.ai","","live","200","https://chutes.ai"
"64","Chutes","identity.discord","https://discord.gg/chutes","","manual","discord.gg is not fetched, check by hand","https://discord.gg/chutes"
"97","Albedo","stakers.q1","https://albedo.tech/llms.txt","King-of-the-hill trajectory-distillation subnet on Bittensor (netuid 97, finney).","live","200","https://albedo.tech/llms.txt"
"97","Albedo","stakers.q2","https://chat.albedo.tech/","","live","200","https://chat.albedo.tech/"
"97","Albedo","stakers.q3","https://raw.githubusercontent.com/unarbos/albedo/main/docs/SCORING.md","","live","200","https://raw.githubusercontent.com/unarbos/albedo/main/docs/SCORING.md"
"97","Albedo","stakers.q4","https://github.com/unarbos/albedo","","live","pushed_at 2026-09-09, archived=false","https://github.com/unarbos/albedo"
"97","Albedo","miners.q1","https://raw.githubusercontent.com/unarbos/albedo/main/docs/MINING.md","Albedo is a king-of-the-hill subnet for Qwen3.6-35B-A3B language models.","live","200","https://raw.githubusercontent.com/unarbos/albedo/main/docs/MINING.md"
"97","Albedo","miners.q2","https://raw.githubusercontent.com/unarbos/albedo/main/docs/MINING.md","Registration costs recycled TAO","live","200","https://raw.githubusercontent.com/unarbos/albedo/main/docs/MINING.md"
"97","Albedo","miners.q3","https://raw.githubusercontent.com/unarbos/albedo/main/docs/SCORING.md","","live","200","https://raw.githubusercontent.com/unarbos/albedo/main/docs/SCORING.md"
"97","Albedo","miners.q4","https://raw.githubusercontent.com/unarbos/albedo/main/docs/MINING.md","","live","200","https://raw.githubusercontent.com/unarbos/albedo/main/docs/MINING.md"
"97","Albedo","buyers.q1","https://albedo.tech","Chat with the King","live_unconfirmed","200, quoted text absent","https://albedo.tech"
"97","Albedo","buyers.q4","https://github.com/unarbos/albedo","","live","pushed_at 2026-09-09, archived=false","https://github.com/unarbos/albedo"
"97","Albedo","newcomers.q1","https://github.com/unarbos/albedo","Trajectory-distillation king-of-the-hill Bittensor subnet","live","pushed_at 2026-09-09, archived=false","https://github.com/unarbos/albedo"
"97","Albedo","newcomers.q2","https://albedo.tech/llms.txt","","live","200","https://albedo.tech/llms.txt"
"97","Albedo","newcomers.q3","https://albedo.tech","","live_unconfirmed","200, quoted text absent","https://albedo.tech"
"97","Albedo","newcomers.q4","https://albedo.tech","","live_unconfirmed","200, quoted text absent","https://albedo.tech"
"97","Albedo","sources","https://us-east-1.hippius.com/albedo/index.html","","live","200","https://us-east-1.hippius.com/albedo/index.html"
